HandID,Board,Winner,WinType,Pot,h_Hole,cfr_Hole,h_Bucket,cfr_Bucket,h_Action,cfr_Action,h_Delta,cfr_Delta
5798,7♦6♣3♠5♥8♥,h_bot,showdown,280,9♠3♣,J♥Q♠,93o,QJo,fold,raise,50,-71
5799,Q♣8♥5♣7♠5♥,cfr_bot,showdown,360,9♣4♦,9♠5♦,94o,95o,raise,fold,-150,129
5800,6♥Q♠A♣9♠8♦,h_bot,showdown,400,4♣6♣,3♥4♦,64s,43o,fold,call,50,-71
5801,4♣K♥2♦7♦J♥,h_bot,showdown,210,9♠J♦,4♠A♣,J9o,A4o,fold,call,250,-271
5802,Q♥A♣7♠4♠3♥,h_bot,showdown,210,2♥5♥,Q♦9♣,52s,Q9o,fold,fold,260,-281
5803,J♦6♥5♥J♥T♦,cfr_bot,showdown,480,4♣Q♦,8♣K♠,Q4o,K8o,raise,call,20,-41
5804,4♦K♠Q♦2♠5♥,h_bot,showdown,560,9♠4♥,J♥3♦,94o,J3o,raise,call,300,-321
5805,9♥T♥6♥2♥9♦,h_bot,showdown,330,7♣T♦,A♣3♣,T7o,A3s,fold,raise,620,-641
5806,6♦3♦3♣7♠T♥,h_bot,showdown,640,K♥8♥,5♣J♠,K8s,J5o,fold,call,940,-961
5807,K♥2♠Q♣2♥7♣,cfr_bot,showdown,49,6♦5♠,9♠6♠,65o,96s,fold,fold,930,-951
5808,7♥J♠7♠J♦K♦,cfr_bot,showdown,330,6♠3♦,7♣2♥,63o,72o,fold,fold,610,-631
5809,4♠8♠J♣T♦T♠,h_bot,showdown,330,4♣7♠,9♠A♣,74o,A9o,fold,call,930,-951
5810,9♠5♦K♠8♥6♠,cfr_bot,showdown,369,J♥8♠,6♦5♥,J8o,65o,fold,call,610,-631
5811,2♥2♠8♦7♦9♠,h_bot,showdown,330,J♣K♥,4♦5♥,KJo,54o,fold,call,930,-951
5812,2♥A♥J♠T♠T♥,cfr_bot,showdown,330,9♥Q♣,3♠A♦,Q9o,A3o,fold,fold,610,-631
5813,2♦4♥5♥Q♠J♣,h_bot,showdown,680,Q♦J♠,4♣2♥,QJo,42o,raise,fold,930,-951
5814,2♦K♠9♦8♠7♣,cfr_bot,showdown,370,4♦J♣,T♠Q♠,J4o,QTs,call,fold,570,-591
5815,3♣T♣K♦J♦6♥,cfr_bot,showdown,370,2♣7♦,4♣K♥,72o,K4o,fold,call,560,-581
5816,6♦5♥7♠9♣5♠,cfr_bot,showdown,720,2♠7♦,3♠9♦,72o,93o,fold,call,200,-221
5817,2♥4♣J♣7♠7♣,cfr_bot,showdown,800,4♠Q♥,J♠5♣,Q4o,J5o,raise,call,-200,179
5818,8♣A♦Q♥T♥7♦,cfr_bot,showdown,450,Q♣4♦,8♠A♣,Q4o,A8o,raise,fold,-640,619
5819,5♦6♣3♥2♥8♠,cfr_bot,showdown,490,T♦T♠,4♥J♣,TT,J4o,fold,raise,-650,629
5820,T♦8♣2♥8♥A♥,cfr_bot,showdown,360,J♥T♥,A♦A♠,JTs,AA,raise,fold,-1000,979
5821,5♦K♣9♦7♠6♣,cfr_bot,showdown,350,T♥2♣,K♥7♥,T2o,K7s,raise,call,-1000,979
5822,2♥7♣K♥T♠J♦,h_bot,showdown,10,5♠T♣,7♦6♦,T5o,76s,call,call,-990,969
5823,J♠T♣Q♠Q♦9♣,cfr_bot,showdown,10,5♥6♥,3♠J♥,65s,J3o,fold,call,-1000,979
5824,K♦7♣7♦8♥8♦,h_bot|cfr_bot,split,10,5♠J♣,9♣2♥,J5o,92o,fold,call,-995,974
5825,K♠Q♠8♥A♥5♦,cfr_bot,showdown,5,2♠T♥,2♥Q♦,T2o,Q2o,raise,fold,-1000,979
5826,K♦Q♥7♣Q♠3♣,cfr_bot,showdown,10,3♠7♦,K♣A♦,73o,AKo,fold,call,-1000,979
5827,9♦3♠7♥6♠Q♥,cfr_bot,showdown,5,K♠4♠,5♣4♣,K4s,54s,raise,call,-1000,979
5828,5♥2♠3♣7♦J♥,cfr_bot,showdown,10,T♦4♣,8♥7♥,T4o,87s,fold,fold,-1000,979
5829,4♦J♦7♣T♦J♣,h_bot,showdown,0,A♥5♠,Q♠3♥,A5o,Q3o,fold,call,-1000,979
5830,8♠2♦4♣5♥7♦,h_bot,showdown,10,5♠A♠,T♥Q♥,A5s,QTs,fold,call,-990,969
5831,3♠A♦T♦6♥6♣,h_bot|cfr_bot,split,10,4♦Q♥,Q♦8♠,Q4o,Q8o,raise,fold,-995,974
5832,4♦2♥T♠6♣2♣,h_bot,showdown,55,Q♣5♦,7♣J♠,Q5o,J7o,fold,raise,-945,924
5833,J♥7♣3♦4♥7♦,cfr_bot,showdown,60,5♥K♠,4♣A♠,K5o,A4o,fold,call,-955,934
5834,6♥5♥T♣8♥J♦,cfr_bot,showdown,55,K♣5♦,J♣7♥,K5o,J7o,fold,fold,-1000,979
5835,2♥3♥4♣6♣2♣,cfr_bot,showdown,50,Q♣8♦,8♣5♣,Q8o,85s,fold,call,-1000,979
5836,7♣Q♣7♠K♣J♥,cfr_bot,showdown,50,6♥T♣,Q♠J♠,T6o,QJs,fold,call,-1000,979
5837,9♣3♣A♣T♣4♦,cfr_bot,showdown,50,A♥K♦,4♥J♣,AKo,J4o,fold,call,-1000,979
5838,8♥9♦4♥7♣J♠,h_bot,showdown,10,K♠9♠,K♣4♦,K9s,K4o,fold,fold,-990,969
5839,J♥A♠A♣2♦6♠,h_bot,showdown,60,3♣8♦,3♥7♣,83o,73o,fold,call,-940,919
5840,T♦4♣8♣9♦J♠,h_bot,showdown,60,4♥3♣,3♦6♥,43o,63o,fold,fold,-930,909
5841,Q♥K♦3♣7♠9♦,cfr_bot,showdown,60,5♣6♣,7♥7♦,65s,77,fold,call,-940,919
5842,7♣3♣7♥3♠7♦,h_bot|cfr_bot,split,100,T♠A♣,K♥2♠,ATo,K2o,fold,call,-940,919
5843,4♥K♠8♦T♣3♦,cfr_bot,showdown,100,2♠6♣,4♦6♦,62o,64s,fold,raise,-950,929
5844,4♣T♦7♥T♠5♥,cfr_bot,showdown,60,3♦J♠,9♣K♣,J3o,K9s,fold,fold,-1000,979
5845,2♦7♣J♥T♣J♣,h_bot,showdown,90,T♦5♥,5♣A♥,T5o,A5o,fold,call,-910,889
5846,8♥7♥7♣K♣9♥,cfr_bot,showdown,180,J♥3♠,6♣A♣,J3o,A6s,fold,call,-1000,979
5847,9♠A♦T♠Q♥2♥,h_bot,showdown,90,2♣A♥,8♣T♣,A2o,T8s,fold,call,-910,889
5848,T♠J♠J♦4♥6♦,h_bot,showdown,100,2♥T♥,8♦7♠,T2s,87o,raise,fold,-900,879
5849,7♠9♦4♠T♠5♠,cfr_bot,showdown,190,3♥Q♥,6♣7♥,Q3s,76o,raise,fold,-1000,979
5850,K♣Q♦4♠8♠T♦,h_bot,showdown,100,J♥3♠,6♠9♣,J3o,96o,fold,call,-900,879
5851,3♦7♣Q♥Q♠A♣,cfr_bot,showdown,150,T♠7♥,A♥7♦,T7o,A7o,fold,raise,-910,889
5852,5♦J♥4♠Q♠K♠,h_bot,showdown,270,4♥3♣,A♥7♣,43o,A7o,fold,raise,-730,709
5853,8♠T♥A♣5♥J♠,cfr_bot,showdown,360,K♠9♣,9♠Q♦,K9o,Q9o,call,call,-910,889
5854,4♠A♠K♣J♥Q♠,h_bot,showdown,270,3♠6♠,K♦9♦,63s,K9s,fold,call,-730,709
5855,9♣7♣6♠5♦5♣,h_bot,showdown,190,J♠8♦,3♠2♥,J8o,32o,fold,call,-550,529
5856,J♥7♣A♦4♥4♣,h_bot,showdown,190,5♠K♦,8♥9♣,K5o,98o,fold,fold,-540,519
5857,2♦J♥Q♦3♦A♦,h_bot,showdown,440,Q♣7♣,T♥T♣,Q7s,TT,raise,call,-320,299
5858,6♦T♦A♣A♠4♦,h_bot,showdown,440,A♥6♥,3♣3♠,A6s,33,call,call,-100,79
5859,8♣J♥K♦2♠8♠,cfr_bot,showdown,230,3♣6♣,2♥Q♥,63s,Q2s,fold,call,-110,89
5860,J♠5♣2♥9♣3♥,cfr_bot,showdown,440,8♠T♠,Q♦T♥,T8s,QTo,fold,call,-330,309
5861,7♦8♥8♦5♣3♦,h_bot,showdown,230,8♣9♣,J♣4♦,98s,J4o,fold,call,-110,89
5862,4♠Q♣4♣A♥9♠,cfr_bot,showdown,520,6♠6♦,A♣J♥,66,AJo,raise,call,-370,349
5863,9♦9♠4♦8♣5♥,cfr_bot,showdown,600,2♦Q♣,Q♠Q♦,Q2o,QQ,raise,call,-670,649
5864,9♣5♥4♠A♦J♥,cfr_bot,showdown,310,6♥3♦,K♠A♥,63o,AKo,fold,fold,-970,949
5865,2♠5♠3♦7♦2♦,h_bot,showdown,350,9♥A♠,9♦T♣,A9o,T9o,fold,raise,-630,609
5866,5♠6♠7♣2♠Q♦,cfr_bot,showdown,350,9♠5♥,Q♥J♥,95o,QJs,fold,fold,-970,949
5867,2♣Q♠8♥6♠8♠,h_bot,showdown,350,3♦Q♥,3♣K♠,Q3o,K3o,fold,call,-630,609
5868,J♦9♦6♦4♠2♣,cfr_bot,showdown,680,4♦T♥,T♠6♣,T4o,T6o,fold,call,-970,949
5869,A♣A♠5♥3♦4♠,h_bot,showdown,350,9♥2♦,J♣4♣,92o,J4s,fold,fold,-630,609
5870,3♥T♣8♥Q♦2♠,cfr_bot,showdown,380,5♣5♥,5♠T♥,55,T5o,raise,fold,-1000,979
5871,K♥2♠A♦J♠2♦,h_bot,showdown,370,J♣7♥,8♥7♣,J7o,87o,fold,call,-630,609
5872,7♦7♣J♠A♣K♥,cfr_bot,showdown,740,T♣6♠,3♣J♦,T6o,J3o,fold,call,-1000,979
5873,Q♥7♣K♠7♠6♠,cfr_bot,showdown,370,4♠5♥,9♦9♠,54o,99,fold,call,-1000,979
5874,A♠Q♠3♠6♣T♠,h_bot,showdown,10,3♥J♥,4♦5♦,J3s,54s,raise,call,-990,969
5875,T♣A♠K♥5♣Q♦,cfr_bot,showdown,10,2♥2♣,6♥5♥,22,65s,fold,call,-1000,979
5876,A♣Q♣4♣J♠T♦,h_bot,showdown,10,4♠T♠,3♠4♦,T4s,43o,fold,call,-990,969
5877,A♦6♠A♥8♥6♣,h_bot,showdown,10,K♥4♣,T♥9♠,K4o,T9o,fold,call,-990,969
5878,A♥6♣4♠4♣K♦,cfr_bot,showdown,50,5♦2♠,A♦6♥,52o,A6o,fold,raise,-990,969
5879,9♥T♦A♥J♠J♥,h_bot,showdown,60,6♠J♣,2♣5♦,J6o,52o,fold,call,-940,919
5880,Q♥8♥J♣Q♣J♥,cfr_bot,showdown,60,6♣5♣,K♠A♣,65s,AKo,fold,fold,-990,969
5881,6♣7♥K♥3♥A♠,h_bot,showdown,60,A♥K♠,9♥A♣,AKo,A9o,fold,call,-940,919
5882,K♥3♦Q♦7♥T♦,h_bot,showdown,60,9♥9♦,9♣2♦,99,92o,fold,fold,-930,909
5883,5♥Q♠2♠2♣5♣,h_bot,showdown,100,6♠A♦,3♠7♦,A6o,73o,fold,raise,-840,819
5884,A♦4♦J♣T♠K♠,cfr_bot,showdown,100,K♣T♣,Q♣3♥,KTs,Q3o,fold,fold,-930,909
5885,4♠8♦T♦2♣5♦,h_bot,showdown,100,3♥4♣,2♥K♣,43o,K2o,fold,call,-840,819
5886,K♥Q♥A♣2♣6♥,cfr_bot,showdown,100,T♦9♥,Q♦A♠,T9o,AQo,fold,fold,-930,909
5887,K♦K♥A♦3♣Q♣,cfr_bot,showdown,160,9♦8♠,2♦2♠,98o,22,raise,call,-1000,979
5888,J♦3♠8♠2♠K♣,h_bot,showdown,10,4♦A♥,5♥T♦,A4o,T5o,raise,call,-990,969
5889,4♠2♣A♦T♥A♣,h_bot,showdown,50,5♣4♣,6♦3♥,54s,63o,fold,raise,-950,929
5890,9♣T♦J♠5♣8♠,h_bot,showdown,80,7♠Q♥,2♠4♦,Q7o,42o,fold,call,-910,889
5891,T♦2♣T♣J♠A♣,h_bot,showdown,50,T♥K♥,Q♠J♦,KTs,QJo,fold,call,-870,849
5892,4♥4♣8♣9♦5♣,cfr_bot,showdown,80,Q♠6♠,A♣7♥,Q6s,A7o,fold,call,-910,889
5893,K♣T♣7♣Q♠3♠,cfr_bot,showdown,50,2♥5♥,2♦J♦,52s,J2s,fold,call,-920,899
5894,J♥3♠A♦9♠T♥,h_bot,showdown,80,6♦9♥,4♥5♠,96o,54o,fold,call,-880,859
5895,K♣K♥A♣4♥Q♦,cfr_bot,showdown,50,5♦9♠,T♥Q♠,95o,QTo,fold,call,-890,869
5896,5♦9♠5♥J♣6♥,cfr_bot,showdown,160,9♥7♦,A♦J♠,97o,AJo,raise,call,-970,949
5897,4♠7♣2♣3♦9♦,h_bot,showdown,110,4♥2♥,8♠6♣,42s,86o,raise,call,-890,869
5898,A♠9♣4♣5♦T♦,h_bot,showdown,40,T♣3♦,4♠Q♦,T3o,Q4o,fold,fold,-880,859
5899,K♣Q♣3♥K♥9♥,cfr_bot,showdown,40,8♥2♦,9♠K♠,82o,K9s,fold,call,-890,869
5900,9♥A♥2♣T♥K♦,h_bot,showdown,60,6♣Q♣,5♠4♥,Q6s,54o,fold,call,-860,839
5901,5♦7♦3♥9♠5♣,cfr_bot,showdown,40,A♠K♥,7♣J♣,AKo,J7s,fold,fold,-870,849
5902,Q♦5♠J♥8♦2♦,h_bot,showdown,140,8♣9♠,7♥5♥,98o,75s,raise,call,-800,779
5903,6♣5♦7♦5♠8♣,h_bot,showdown,80,3♥4♥,A♣8♠,43s,A8o,fold,call,-730,709
5904,8♥A♥2♥T♥8♣,cfr_bot,showdown,140,6♦T♠,Q♥7♦,T6o,Q7o,fold,call,-800,779
5905,3♠9♦Q♣8♣4♣,cfr_bot,showdown,80,A♥7♣,T♠4♥,A7o,T4o,fold,call,-810,789
5906,9♥5♥5♦6♠J♣,h_bot,showdown,140,9♦T♠,K♥2♣,T9o,K2o,fold,call,-740,719
5907,3♦3♥Q♦T♦2♦,h_bot,showdown,80,3♣J♦,6♣8♥,J3o,86o,fold,call,-670,649
5908,6♣T♥A♥8♦4♦,cfr_bot,showdown,220,9♦8♥,6♦T♦,98o,T6s,raise,call,-780,759
5909,J♦T♦K♠6♥A♦,h_bot,showdown,120,Q♦9♠,5♦T♣,Q9o,T5o,fold,call,-670,649
5910,4♣5♦K♠4♠J♥,cfr_bot,showdown,120,6♥Q♦,3♠3♦,Q6o,33,fold,fold,-780,759
5911,7♦4♠K♣8♥K♠,cfr_bot,showdown,120,5♣4♣,9♥K♥,54s,K9s,fold,call,-790,769
5912,Q♥6♥J♠7♠T♠,cfr_bot,showdown,120,5♠T♣,Q♠6♦,T5o,Q6o,fold,fold,-900,879
5913,6♣T♦3♦3♥J♦,h_bot,showdown,120,6♠9♠,9♣2♥,96s,92o,fold,call,-790,769
5914,7♦K♦A♥K♥6♥,cfr_bot,showdown,220,7♠8♦,A♣5♥,87o,A5o,fold,call,-900,879
5915,9♠7♣3♣5♦2♦,cfr_bot,showdown,210,K♥8♦,2♥Q♠,K8o,Q2o,raise,call,-1000,979
5916,Q♥8♠3♥8♥6♥,cfr_bot,showdown,100,7♦3♣,2♥5♠,73o,52o,fold,call,-1000,979
5917,A♦3♠K♥K♠9♣,h_bot,showdown,100,4♥Q♠,8♠7♠,Q4o,87s,raise,call,-900,879
5918,2♠J♠J♦J♣A♠,cfr_bot,showdown,10,3♠5♥,9♦8♥,53o,98o,fold,call,-900,879
5919,9♣8♠9♦K♦6♣,cfr_bot,showdown,50,2♥Q♣,4♥K♣,Q2o,K4o,raise,fold,-950,929
5920,A♥A♦9♦5♥T♠,h_bot|cfr_bot,split,60,2♣Q♠,8♠Q♦,Q2o,Q8o,fold,fold,-970,949
5921,8♣9♠8♠5♦K♠,cfr_bot,showdown,100,2♠J♦,2♥Q♥,J2o,Q2s,fold,raise,-980,959
5922,A♦6♣4♠T♦5♣,h_bot,showdown,30,6♦7♦,6♥2♥,76s,62s,raise,fold,-970,949
5923,9♣J♥T♣Q♦2♦,cfr_bot,showdown,30,2♠7♠,K♠J♦,72s,KJo,fold,call,-980,959
5924,T♣9♠5♦6♠A♣,cfr_bot,showdown,30,2♣7♠,T♦4♦,72o,T4s,fold,fold,-1000,979
5925,3♥J♠A♦8♠7♦,cfr_bot,showdown,20,K♠4♦,8♦Q♥,K4o,Q8o,fold,call,-1000,979
5926,8♦5♠2♣A♠2♦,cfr_bot,showdown,20,7♥Q♠,4♦4♣,Q7o,44,fold,call,-1000,979
5927,3♣8♠6♣8♥T♦,cfr_bot,showdown,20,J♦A♦,9♣3♠,AJs,93o,fold,call,-1000,979
5928,2♦6♣J♣K♠T♥,cfr_bot,showdown,10,9♠7♣,3♣Q♥,97o,Q3o,raise,call,-1000,979
5929,9♥J♠A♦K♣5♠,cfr_bot,showdown,0,8♣6♥,J♥Q♣,86o,QJo,fold,call,-1000,979
5930,7♠5♣T♦K♠Q♣,cfr_bot,showdown,10,6♥2♣,5♦9♦,62o,95s,fold,call,-1000,979
5931,7♣J♥7♥5♥8♦,cfr_bot,showdown,0,Q♠A♥,T♠J♣,AQo,JTo,fold,call,-1000,979
5932,8♠Q♦8♦7♠A♠,h_bot,showdown,10,5♣5♠,2♠2♣,55,22,fold,fold,-990,969
5933,Q♥6♦Q♠2♣4♦,h_bot,showdown,10,T♣T♥,7♥8♣,TT,87o,fold,call,-990,969
5934,K♦6♦4♦2♣9♥,cfr_bot,showdown,10,J♠5♥,4♥6♠,J5o,64o,fold,call,-990,969
5935,K♥Q♠3♦8♣4♣,cfr_bot,showdown,10,3♠9♥,J♦Q♦,93o,QJs,fold,call,-1000,979
5936,8♠6♣Q♠3♥J♦,cfr_bot,showdown,10,7♣K♠,3♠Q♥,K7o,Q3o,fold,call,-1000,979
5937,5♠9♥7♦T♠K♥,h_bot,showdown,0,J♥2♦,3♥8♣,J2o,83o,fold,call,-1000,979
5938,Q♥4♥Q♠8♦A♣,h_bot,showdown,10,J♥J♣,2♣4♦,JJ,42o,raise,call,-990,969
5939,4♥5♥2♠5♠A♦,cfr_bot,showdown,10,J♥9♦,4♣3♥,J9o,43o,fold,call,-1000,979
5940,Q♣A♠3♠9♥9♠,h_bot,showdown,10,K♦5♥,T♣7♠,K5o,T7o,fold,call,-990,969
5941,8♠8♥J♣3♥T♠,cfr_bot,showdown,50,5♦Q♣,K♠3♦,Q5o,K3o,fold,raise,-1000,979
5942,J♠Q♥6♦J♦J♥,h_bot,showdown,40,5♠A♠,7♥T♦,A5s,T7o,fold,call,-960,939
5943,J♥5♣Q♣T♣A♣,h_bot,showdown,50,9♠9♣,8♣8♠,99,88,fold,call,-920,899
5944,6♠3♦9♦9♥2♥,cfr_bot,showdown,50,A♥7♣,8♣9♣,A7o,98s,fold,fold,-960,939
5945,2♣4♣5♠K♥5♥,h_bot,showdown,50,2♥5♣,6♥6♣,52o,66,fold,call,-920,899
5946,9♣A♥8♥Q♥8♣,cfr_bot,showdown,80,3♥T♠,K♠K♥,T3o,KK,fold,call,-960,939
5947,2♣2♦8♦8♠2♠,cfr_bot,showdown,50,5♣3♥,Q♦8♣,53o,Q8o,fold,call,-970,949
5948,6♦J♦4♣J♣3♥,cfr_bot,showdown,40,3♣2♥,J♠9♥,32o,J9o,fold,fold,-1000,979
5949,A♣8♦Q♦2♦4♠,h_bot,showdown,40,A♦9♦,J♦J♥,A9s,JJ,fold,call,-960,939
5950,9♣4♥J♣6♣J♠,h_bot,showdown,50,T♣T♥,A♥7♣,TT,A7o,fold,fold,-950,929
5951,5♦5♥T♠7♠7♦,h_bot,showdown,100,Q♥7♥,8♣6♣,Q7s,86s,raise,call,-900,879
5952,4♣3♦T♦9♦9♥,cfr_bot,showdown,60,A♣6♠,8♥T♠,A6o,T8o,fold,fold,-950,929
5953,2♠Q♣K♥9♥8♥,h_bot,showdown,100,J♥6♥,Q♥Q♠,J6s,QQ,raise,call,-900,879
5954,6♣3♣3♥Q♥2♥,h_bot,showdown,100,3♠T♥,3♦9♦,T3o,93s,fold,call,-850,829
5955,9♣4♠7♦K♦Q♣,h_bot,showdown,60,K♠6♦,5♣8♣,K6o,85s,fold,call,-800,779
5956,7♥2♣5♣6♦6♠,h_bot,showdown,100,6♥Q♦,J♦3♦,Q6o,J3s,fold,call,-750,729
5957,9♦Q♥K♥T♥K♠,h_bot,showdown,60,T♣3♦,6♦2♣,T3o,62o,fold,call,-700,679
5958,A♣T♠7♣9♣9♥,h_bot,showdown,60,A♦Q♥,3♥6♦,AQo,63o,fold,fold,-690,669
5959,K♦3♥4♥7♠T♥,h_bot,showdown,100,4♠Q♣,J♥Q♠,Q4o,QJo,call,call,-640,619
5960,2♦8♥A♣K♥7♠,h_bot|cfr_bot,split,100,9♣5♣,9♥4♣,95s,94o,fold,call,-640,619
5961,A♥4♥5♦4♦9♥,cfr_bot,showdown,60,6♦7♠,4♠4♣,76o,44,fold,call,-650,629
5962,3♥4♦8♠6♣J♠,cfr_bot,showdown,60,A♦9♥,T♣3♣,A9o,T3s,fold,fold,-700,679
5963,6♦K♣2♥8♦2♠,h_bot,showdown,60,8♠Q♥,A♠3♠,Q8o,A3s,fold,call,-650,629
5964,4♦2♦2♠5♥2♣,cfr_bot,showdown,140,9♠8♠,8♣K♦,98s,K8o,fold,raise,-700,679
5965,9♠Q♥2♠A♥Q♣,cfr_bot,showdown,100,4♣6♣,2♥8♦,64s,82o,fold,fold,-710,689
5966,8♣4♥8♠T♦J♦,cfr_bot,showdown,180,7♥6♣,8♦A♠,76o,A8o,fold,call,-800,779
5967,4♠3♥A♥J♠A♦,h_bot,showdown,100,3♦2♠,T♥Q♣,32o,QTo,fold,call,-710,689
5968,8♣5♦2♦6♦K♣,h_bot,showdown,260,Q♦4♦,7♦Q♠,Q4s,Q7o,raise,call,-580,559
5969,3♥K♣A♥K♦K♥,h_bot,showdown,300,9♦T♦,6♥4♣,T9s,64o,raise,fold,-450,429
5970,8♥9♠T♠7♦6♣,cfr_bot,showdown,180,9♦A♥,J♣5♠,A9o,J5o,fold,fold,-620,599
5971,5♦5♠T♥6♣8♠,h_bot|cfr_bot,split,180,J♥T♠,J♦T♦,JTo,JTs,fold,call,-540,519
5972,8♥A♦J♥9♥5♥,cfr_bot,showdown,340,2♦2♠,4♦8♣,22,84o,fold,call,-710,689
5973,T♦3♦9♣6♦Q♥,h_bot,showdown,380,7♦Q♦,Q♠8♥,Q7s,Q8o,raise,fold,-540,519
5974,7♠K♥Q♣8♣4♠,cfr_bot,showdown,460,5♠9♦,Q♥3♣,95o,Q3o,fold,raise,-750,729
5975,9♠T♥8♣3♥6♣,h_bot,showdown,260,3♣5♦,J♦A♥,53o,AJo,fold,call,-500,479
5976,Q♣7♥9♠2♦2♥,h_bot,showdown,300,K♥T♠,T♣3♣,KTo,T3s,raise,fold,-490,469
5977,4♣K♠7♦6♥2♣,cfr_bot,showdown,300,3♦8♦,5♣J♥,83s,J5o,fold,call,-500,479
5978,7♠9♣T♠2♥2♣,cfr_bot,showdown,300,K♣3♠,8♦9♥,K3o,98o,fold,fold,-790,769
5979,A♦K♠A♣5♥9♠,h_bot,showdown,300,J♠A♠,4♥2♥,AJs,42s,fold,call,-500,479
5980,Q♣K♠7♦8♠9♦,h_bot,showdown,300,9♣T♦,5♣5♥,T9o,55,fold,fold,-490,469
5981,8♦9♥4♠4♥2♠,h_bot|cfr_bot,split,620,7♠Q♠,6♦Q♥,Q7s,Q6o,raise,fold,-510,489
5982,9♥J♣6♦5♣Q♦,h_bot,showdown,660,5♠J♠,8♥K♦,J5s,K8o,fold,call,-180,159
5983,8♦A♠4♠7♠4♥,cfr_bot,showdown,340,7♣6♦,8♠J♣,76o,J8o,fold,call,-190,169
5984,J♥A♣9♦6♠T♣,cfr_bot,showdown,660,5♦4♣,4♦9♠,54o,94o,fold,call,-520,499
5985,5♥3♠J♠5♣2♠,h_bot,showdown,340,2♣9♦,9♠Q♦,92o,Q9o,fold,call,-190,169
5986,K♠K♣9♠2♥9♥,h_bot,showdown,660,8♥A♥,J♦Q♥,A8s,QJo,fold,call,140,-161
5987,8♦7♠J♠2♠7♥,h_bot,showdown,340,3♥T♣,4♦5♠,T3o,54o,fold,call,470,-491
5988,Q♠2♣8♠4♥T♦,cfr_bot,showdown,340,A♠5♠,Q♦K♥,A5s,KQo,fold,fold,140,-161
5989,3♥2♦J♣K♠Q♦,cfr_bot,showdown,340,5♥J♠,Q♥A♣,J5o,AQo,fold,call,130,-151
5990,A♣9♦K♣7♣4♥,cfr_bot,showdown,660,6♥T♣,J♦6♦,T6o,J6s,fold,call,-200,179
5991,6♣9♣7♦K♠2♥,h_bot,showdown,700,Q♠Q♦,4♦7♥,QQ,74o,raise,fold,130,-151
5992,5♥8♥T♦6♥T♠,h_bot,showdown,740,3♦9♣,3♥2♣,93o,32o,fold,call,500,-521
5993,K♠8♥Q♦A♦2♠,h_bot,showdown,380,Q♥7♣,2♦6♠,Q7o,62o,fold,call,870,-891
5994,6♠Q♦T♥3♥3♦,h_bot,showdown,380,8♦4♣,5♠2♣,84o,52o,fold,fold,880,-901
5995,6♥3♠5♣7♣7♥,cfr_bot,showdown,109,3♣6♣,J♣7♦,63s,J7o,fold,fold,870,-891
5996,9♣Q♦A♣8♦5♦,h_bot,showdown,420,J♣J♦,T♠K♠,JJ,KTs,raise,fold,880,-901
5997,3♦2♦5♠T♣A♠,h_bot,showdown,109,7♥A♦,Q♦6♦,A7o,Q6s,fold,fold,979,-1000
5998,J♠8♠3♥T♠K♣,cfr_bot,showdown,410,4♠Q♥,9♥Q♣,Q4o,Q9o,fold,fold,569,-590
5999,6♠9♠5♦7♦9♣,h_bot,showdown,420,4♦8♥,6♥Q♥,84o,Q6s,fold,fold,979,-1000
6000,K♦8♥2♥2♠T♥,cfr_bot,showdown,410,4♦A♥,7♠K♠,A4o,K7s,call,fold,569,-590
6001,8♥6♦3♦7♥9♣,cfr_bot,showdown,420,4♦J♦,T♥K♣,J4s,KTo,fold,call,559,-580
6002,6♥8♣2♣5♣4♣,cfr_bot,showdown,420,Q♠8♠,3♣A♣,Q8s,A3s,fold,fold,149,-170
6003,A♥6♥8♠4♣K♥,cfr_bot,showdown,420,2♣2♥,A♣K♣,22,AKs,fold,call,139,-160
6004,7♣6♠9♥T♠9♠,h_bot,showdown,900,2♣T♦,6♥A♥,T2o,A6s,raise,call,589,-610
6005,J♥A♠K♣T♥5♥,cfr_bot,showdown,400,5♦2♠,2♣A♥,52o,A2o,fold,fold,579,-600
6006,T♣K♥J♣9♠2♠,cfr_bot,showdown,460,8♥K♣,2♦2♥,K8o,22,call,fold,129,-150
6007,8♠3♦2♦Q♠A♦,cfr_bot,showdown,500,T♠K♠,Q♣5♥,KTs,Q5o,fold,raise,119,-140
6008,K♠Q♠T♣A♣Q♥,h_bot,showdown,500,K♦A♥,3♣6♦,AKo,63o,fold,fold,129,-150
6009,3♠7♠7♥A♥Q♥,cfr_bot,showdown,500,K♥6♠,T♦3♦,K6o,T3s,fold,fold,119,-140
6010,7♠Q♦2♥A♣T♦,h_bot,showdown,540,9♦J♦,3♥5♣,J9s,53o,raise,fold,129,-150
6011,J♥J♣Q♣3♦J♠,cfr_bot,showdown,540,T♥4♠,8♠A♥,T4o,A8o,fold,call,119,-140
6012,J♦7♥5♥K♦9♥,cfr_bot,showdown,1060,T♦A♠,8♠J♠,ATo,J8s,fold,call,-411,390
6013,K♠7♠4♣Q♥J♠,cfr_bot,showdown,540,4♠5♥,2♠K♥,54o,K2o,fold,call,-421,400
6014,A♥5♥9♣6♣4♣,h_bot,showdown,1060,9♦8♣,Q♠T♦,98o,QTo,fold,call,109,-130
