HandID,Board,Winner,WinType,Pot,h_Hole,r_Hole,h_Bucket,r_Bucket,h_Action,r_Action,h_Delta,r_Delta
245,4♥4♠9♦K♣4♣,r_bot,showdown,20,6♣J♦,K♥7♠,J6o,K7o,fold,call,980,-980
246,3♣9♠T♦J♠T♣,h_bot,showdown,20,A♣9♦,8♦K♣,A9o,K8o,fold,call,990,-990
247,3♠T♠9♠6♥A♣,r_bot,showdown,70,J♠4♦,4♥6♠,J4o,64o,raise,fold,930,-930
248,7♦9♥J♠Q♠6♣,r_bot,showdown,70,2♥A♦,J♦A♥,A2o,AJo,fold,fold,870,-870
249,4♠7♥6♠2♣T♣,r_bot,showdown,70,A♥K♣,6♦4♣,AKo,64o,fold,call,860,-860
250,4♠9♦5♠8♠4♣,h_bot,showdown,150,8♥A♣,2♠A♥,A8o,A2o,fold,raise,950,-950
251,K♥5♣K♣A♦6♣,h_bot|r_bot,split,190,5♠9♦,9♣5♥,95o,95o,raise,call,905,-905
252,2♥J♣9♠7♣2♠,r_bot,showdown,235,4♣T♠,J♠K♣,T4o,KJo,fold,call,765,-765
253,9♦2♦5♦9♣K♥,r_bot,showdown,380,5♠3♥,7♥9♠,53o,97o,raise,call,575,-575
254,K♠2♣T♣K♣3♠,h_bot,showdown,200,T♥6♥,9♦A♠,T6s,A9o,call,fold,585,-585
255,A♦2♣2♥4♦4♥,h_bot,showdown,200,A♣T♣,3♦Q♠,ATs,Q3o,fold,call,775,-775
256,4♦5♦7♥K♣5♠,h_bot,showdown,380,A♥3♣,6♣2♥,A3o,62o,fold,call,965,-965
257,K♣J♠9♣3♣9♦,r_bot,showdown,45,4♥T♣,6♥Q♦,T4o,Q6o,fold,call,955,-955
258,6♠9♦T♦2♦5♥,r_bot,showdown,235,Q♦8♣,A♣7♥,Q8o,A7o,call,call,765,-765
259,7♣6♣8♠8♣2♦,r_bot,showdown,475,A♦T♠,6♦5♠,ATo,65o,raise,call,525,-525
260,8♥J♠J♥T♦9♥,r_bot,showdown,300,2♠2♦,8♠9♠,22,98s,raise,fold,235,-235
261,6♥J♥7♥T♦9♠,h_bot,showdown,300,4♥5♥,6♣4♠,54s,64o,fold,call,525,-525
262,9♣4♥6♥8♠4♠,r_bot,showdown,580,5♥Q♠,A♠4♣,Q5o,A4o,fold,call,235,-235
263,A♥Q♥6♣J♠6♥,r_bot,showdown,680,7♣K♠,2♥6♠,K7o,62o,raise,call,-105,105
264,T♠8♠K♣J♥7♦,r_bot,showdown,680,J♠A♣,2♣9♠,AJo,92o,fold,call,-445,445
265,K♦J♥9♦7♣Q♦,h_bot,showdown,680,A♣A♥,A♦9♥,AA,A9o,call,call,-105,105
266,8♠6♣A♣T♠J♣,h_bot,showdown,350,A♥A♦,4♠T♣,AA,T4o,fold,fold,-95,95
267,3♣8♣T♥A♠J♥,h_bot,showdown,810,9♠Q♣,K♥5♠,Q9o,K5o,raise,raise,325,-325
268,9♠4♠8♠Q♠2♠,h_bot|r_bot,split,870,8♥6♣,A♥3♦,86o,A3o,fold,raise,340,-340
269,Q♥2♦8♠5♦J♣,h_bot,showdown,1000,3♠T♦,7♦9♦,T3o,97s,raise,call,840,-840
270,5♦T♦3♣Q♦5♥,r_bot,showdown,510,7♣4♠,8♣J♥,74o,J8o,call,fold,340,-340
271,7♥8♦7♠3♣2♥,r_bot,showdown,510,Q♠6♦,4♥3♥,Q6o,43s,fold,call,330,-330
272,J♥9♥T♠9♠J♠,r_bot,showdown,560,7♠2♥,A♠Q♠,72o,AQs,raise,fold,-220,220
273,3♣8♦Q♦6♦5♠,h_bot,showdown,1230,J♦Q♣,2♣7♠,QJo,72o,raise,raise,410,-410
274,8♥3♥9♣J♥Q♣,h_bot,showdown,1270,7♥9♠,K♣7♦,97o,K7o,raise,call,1000,-1000
275,Q♥9♣A♠7♦2♣,h_bot,showdown,680,J♦K♦,6♣3♠,KJs,63o,call,fold,1000,-1000
276,T♦9♥3♣6♦Q♥,r_bot,showdown,680,J♠T♣,8♠7♦,JTo,87o,call,call,320,-320
277,4♦9♠8♣3♦A♦,r_bot,showdown,690,6♠3♣,8♥J♥,63o,J8s,fold,call,310,-310
278,K♥5♠A♣7♦A♦,h_bot,showdown,1420,K♦9♣,4♦2♠,K9o,42o,raise,raise,1000,-1000
279,8♥7♣4♦6♦T♣,h_bot,showdown,10,7♦6♠,A♦J♣,76o,AJo,fold,fold,1000,-1000
280,T♦7♦Q♣J♦3♥,h_bot,showdown,740,5♣3♠,A♥5♥,53o,A5s,raise,fold,1000,-1000
281,J♦3♣4♠J♥K♠,r_bot,showdown,790,3♦2♠,K♣T♠,32o,KTo,raise,fold,210,-210
282,8♣T♦5♣8♥Q♣,h_bot,showdown,800,K♥5♥,3♦A♦,K5s,A3s,call,fold,220,-220
283,Q♦J♦T♠9♥T♦,h_bot,showdown,1620,7♥K♦,Q♣8♥,K7o,Q8o,raise,call,1000,-1000
284,9♦8♣8♥2♥T♠,r_bot,showdown,840,A♦2♦,7♣T♥,A2s,T7o,call,raise,160,-160
285,4♦2♥8♥9♠K♥,h_bot,showdown,10,T♠K♣,3♣7♠,KTo,73o,fold,call,160,-160
286,Q♥9♦A♥4♣5♣,h_bot,showdown,130,5♥J♦,8♦T♥,J5o,T8o,raise,raise,240,-240
287,A♥5♣5♥2♣A♣,r_bot,showdown,90,3♦J♠,8♦Q♠,J3o,Q8o,fold,call,230,-230
288,8♣8♦6♣4♠4♥,r_bot,showdown,260,Q♥2♥,A♦6♠,Q2s,A6o,raise,call,100,-100
289,2♣K♦T♥6♥J♦,r_bot,showdown,140,4♠3♠,K♠A♦,43s,AKo,fold,call,90,-90
290,Q♥5♥7♣4♥6♠,h_bot,showdown,360,4♦6♣,5♦9♥,64o,95o,raise,call,270,-270
291,4♥Q♦3♠6♦T♦,h_bot,showdown,190,7♣T♠,7♠A♠,T7o,A7s,fold,call,450,-450
292,A♦3♥3♦Q♣8♥,r_bot,showdown,360,6♦2♦,7♦J♠,62s,J7o,call,call,270,-270
293,T♦K♣8♥T♠6♦,r_bot,showdown,190,K♠8♠,5♥T♥,K8s,T5s,fold,call,260,-260
294,6♥3♣8♠9♥2♠,r_bot,showdown,360,A♦J♣,T♠8♣,AJo,T8o,fold,call,80,-80
295,J♥T♠Q♠T♥3♣,r_bot,showdown,360,5♥5♣,T♣8♠,55,T8o,call,call,-100,100
296,4♦A♦6♦A♠J♠,r_bot,showdown,190,T♥4♥,J♣8♦,T4s,J8o,call,fold,-280,280
297,Q♦J♠5♠J♥4♦,r_bot,showdown,360,9♦2♣,9♥4♣,92o,94o,call,call,-460,460
298,9♥8♥Q♣3♥4♦,h_bot,showdown,190,4♥Q♥,7♥4♣,Q4s,74o,fold,fold,-450,450
299,7♥3♠Q♣4♦K♠,h_bot,showdown,460,J♣Q♥,2♦6♣,QJo,62o,raise,call,-220,220
300,Q♦9♦8♠Q♥2♥,h_bot,showdown,240,J♣9♥,2♦6♠,J9o,62o,fold,fold,-210,210
301,Q♥7♣Q♦4♠3♣,r_bot,showdown,460,6♠K♦,5♦7♠,K6o,75o,call,call,-440,440
302,T♠K♦3♠6♣4♦,h_bot,showdown,490,K♠T♣,6♥5♣,KTo,65o,fold,raise,-180,180
303,6♥8♣2♣4♠3♠,r_bot,showdown,270,9♦J♣,2♠A♥,J9o,A2o,fold,call,-190,190
304,8♠8♥3♠T♦7♠,r_bot,showdown,520,T♣J♣,2♦8♣,JTs,82o,fold,call,-450,450
305,2♠4♣2♦4♠A♦,h_bot|r_bot,split,310,K♥J♦,8♦3♠,KJo,83o,fold,raise,-305,305
306,4♠2♣3♥K♦5♣,h_bot,showdown,360,8♠A♠,J♣Q♠,A8s,QJo,raise,fold,-295,295
307,3♦6♠T♠A♠A♦,h_bot,showdown,360,Q♥T♦,6♣K♠,QTo,K6o,fold,call,55,-55
308,Q♣J♠5♠3♦A♠,h_bot,showdown,410,A♥T♦,Q♠9♣,ATo,Q9o,raise,fold,65,-65
309,J♣A♥8♦7♠9♣,h_bot,showdown,410,8♥K♦,4♣4♠,K8o,44,fold,call,465,-465
310,4♦J♦J♠2♥8♣,h_bot,showdown,800,5♦2♣,7♠Q♠,52o,Q7s,fold,call,865,-865
311,7♥2♥4♠9♦6♠,h_bot,showdown,585,6♥5♠,A♣8♥,65o,A8o,raise,raise,1000,-1000
312,A♥K♣8♠3♠K♥,h_bot,showdown,185,9♠3♥,4♠7♣,93o,74o,raise,call,1000,-1000
313,2♠6♥5♥4♦K♦,r_bot,showdown,235,9♣A♥,4♣A♠,A9o,A4o,raise,call,765,-765
314,5♠K♥4♣K♦4♦,r_bot,showdown,520,2♠2♦,5♣K♣,22,K5s,raise,call,480,-480
315,A♦J♦J♠J♣K♥,h_bot|r_bot,split,670,Q♥2♥,8♥2♠,Q2s,82o,raise,call,480,-480
316,Q♠4♥J♠A♣3♣,h_bot,showdown,345,J♦3♠,9♠8♣,J3o,98o,fold,fold,490,-490
317,9♦T♣9♠5♥3♦,h_bot|r_bot,split,670,5♠T♠,4♣T♥,T5s,T4o,call,call,490,-490
318,3♣3♥T♠8♦6♣,h_bot,showdown,670,5♣8♠,5♦9♥,85o,95o,fold,call,825,-825
319,T♠Q♥9♦3♥Q♣,h_bot,showdown,185,A♥T♥,9♣4♥,ATs,94o,fold,raise,1000,-1000
320,4♠9♣3♠J♣5♠,h_bot,showdown,175,2♠9♠,A♣Q♥,92s,AQo,call,raise,1000,-1000
321,K♥6♥K♠5♠K♦,r_bot,showdown,10,2♦7♦,5♦T♣,72s,T5o,call,call,990,-990
322,T♥9♦3♥T♠7♥,r_bot,showdown,10,A♥J♦,3♠4♠,AJo,43s,fold,call,990,-990
323,7♦A♦T♥8♣2♠,h_bot,showdown,10,2♥T♣,5♥6♥,T2o,65s,fold,call,990,-990
324,9♦3♥9♣7♠6♠,h_bot,showdown,10,J♦3♠,J♣T♠,J3o,JTo,fold,call,1000,-1000
325,K♦A♥3♠6♥3♣,h_bot,showdown,10,Q♠2♣,4♠5♠,Q2o,54s,fold,call,1000,-1000
326,J♦8♦3♠4♠2♦,r_bot,showdown,0,3♣6♥,4♣T♥,63o,T4o,fold,call,1000,-1000
327,7♥5♠9♥J♠9♠,r_bot,showdown,10,6♣K♠,8♠A♠,K6o,A8s,fold,call,990,-990
328,7♣5♦T♠6♣5♥,h_bot,showdown,60,6♦T♦,Q♦9♣,T6s,Q9o,raise,call,1000,-1000
329,9♥Q♠2♥6♣4♥,r_bot,showdown,10,A♣J♥,8♣2♠,AJo,82o,fold,call,990,-990
330,T♥3♣5♥6♥Q♥,r_bot,showdown,60,5♦6♦,8♥T♣,65s,T8o,call,raise,940,-940
331,Q♦T♣K♠J♥Q♣,h_bot|r_bot,split,120,6♥4♣,7♣6♠,64o,76o,raise,call,940,-940
332,T♠J♥A♦6♠4♦,r_bot,showdown,120,5♠4♣,6♣3♥,54o,63o,fold,call,880,-880
333,A♥3♥4♥8♥2♥,r_bot,showdown,170,A♣T♣,K♥2♠,ATs,K2o,raise,fold,770,-770
334,A♣T♥Q♦A♠3♣,h_bot|r_bot,split,250,7♥6♣,7♣4♥,76o,74o,call,raise,785,-785
335,A♠T♦T♣K♥2♥,h_bot,showdown,330,T♥A♦,A♣5♥,ATo,A5o,raise,fold,925,-925
336,Q♣J♠9♠A♦4♠,r_bot,showdown,315,9♥7♦,4♦4♥,97o,44,raise,call,685,-685
337,T♠Q♣Q♦4♦7♠,h_bot,showdown,250,2♣K♠,3♦8♦,K2o,83s,fold,call,925,-925
338,A♣4♠5♠5♣6♥,h_bot,showdown,365,T♠A♥,Q♥J♥,ATo,QJs,raise,call,1000,-1000
339,4♠K♠7♦5♣J♦,r_bot,showdown,10,A♣J♠,K♦7♠,AJo,K7o,fold,call,990,-990
340,7♦2♠Q♥2♦8♠,h_bot,showdown,350,T♠6♣,9♥6♠,T6o,96o,raise,raise,1000,-1000
341,2♥9♠A♦6♣5♣,h_bot,showdown,10,A♥K♣,3♥9♥,AKo,93s,fold,call,1000,-1000
342,T♠8♥A♦Q♣T♥,h_bot,showdown,60,3♠J♥,3♣4♥,J3o,43o,raise,fold,1000,-1000
343,T♦8♥9♥Q♥6♥,h_bot,showdown,110,6♠K♥,T♣2♥,K6o,T2o,raise,fold,1000,-1000
344,8♥A♥2♥7♣Q♦,h_bot,showdown,160,7♥2♦,5♦4♠,72o,54o,raise,call,1000,-1000
345,A♣2♠5♣T♥K♦,h_bot,showdown,210,J♦8♠,6♥J♥,J8o,J6s,raise,call,1000,-1000
346,A♦4♦6♦Q♥8♥,h_bot,showdown,260,7♦K♠,2♣K♦,K7o,K2o,raise,call,1000,-1000
347,3♣K♠9♦9♥8♥,h_bot,showdown,260,7♥7♦,Q♦A♥,77,AQo,call,call,1000,-1000
348,3♦5♣2♦T♦2♥,h_bot,showdown,260,8♣5♠,Q♦3♣,85o,Q3o,fold,fold,1000,-1000
349,A♣5♣8♦2♦6♠,h_bot,showdown,10,8♠3♥,3♣J♥,83o,J3o,fold,call,1000,-1000
350,3♦A♥3♥Q♥8♦,r_bot,showdown,310,J♥2♠,6♥K♠,J2o,K6o,raise,fold,690,-690
351,4♦T♥4♠A♥2♣,h_bot|r_bot,split,670,9♥Q♣,9♣Q♦,Q9o,Q9o,raise,fold,665,-665
352,A♦2♥4♦8♣J♣,r_bot,showdown,745,J♦K♦,A♣3♣,KJs,A3s,raise,call,255,-255
353,6♥9♥3♦A♦6♦,h_bot,showdown,920,4♦T♠,5♥8♣,T4o,85o,raise,call,715,-715
354,4♦7♠T♠4♠6♠,r_bot,showdown,745,5♥J♥,T♥7♥,J5s,T7s,call,call,255,-255
355,9♥7♣7♥6♠4♠,r_bot,showdown,470,K♥3♠,5♠5♥,K3o,55,fold,call,245,-245
356,9♠9♣K♦Q♣3♠,r_bot,showdown,1020,A♥3♦,3♥Q♠,A3o,Q3o,raise,call,-265,265
357,Q♥8♦3♠5♥T♦,r_bot,showdown,1020,A♦6♦,2♣Q♠,A6s,Q2o,call,call,-775,775
358,K♣T♠4♠6♠6♣,h_bot,showdown,735,2♥K♠,5♦J♣,K2o,J5o,fold,call,-265,265
359,4♣8♠6♠Q♠3♠,r_bot,showdown,1070,9♦3♥,5♠3♣,93o,53o,raise,fold,-825,825
360,3♦4♠9♣K♠4♣,h_bot,showdown,735,Q♠Q♥,A♣5♠,QQ,A5o,fold,call,-265,265
361,A♣A♠3♥J♣Q♣,r_bot,showdown,570,4♣5♥,K♦7♦,54o,K7s,fold,call,-275,275
362,2♥7♦4♦7♥A♠,h_bot,showdown,620,A♣T♥,8♠4♠,ATo,84s,raise,fold,-265,265
363,3♥3♣4♠9♦6♥,r_bot,showdown,620,Q♥T♦,9♠6♠,QTo,96s,fold,call,-275,275
364,A♦7♠Q♦8♣5♦,r_bot,showdown,1320,9♥5♠,6♥4♦,95o,64o,raise,call,-935,935
365,4♠6♥2♦6♣9♥,r_bot,showdown,670,K♠T♣,5♥2♠,KTo,52o,fold,call,-945,945
366,6♦9♥K♦4♠T♠,r_bot,showdown,65,2♣3♣,A♦J♦,32s,AJs,call,fold,-1000,1000
367,6♦Q♠K♥2♦K♣,r_bot,showdown,660,A♦A♠,9♦K♦,AA,K9s,fold,call,-1000,1000
368,9♦9♠5♣J♦J♥,h_bot,showdown,660,A♣7♦,3♦6♥,A7o,63o,fold,call,-340,340
369,6♥2♣K♣Q♦6♦,h_bot,showdown,1320,9♠Q♣,A♠J♣,Q9o,AJo,raise,call,320,-320
370,6♥7♦T♥5♦7♠,r_bot,showdown,670,3♥Q♣,K♥A♠,Q3o,AKo,fold,fold,-340,340
371,K♣9♠T♦4♠8♥,h_bot,showdown,670,K♦Q♥,7♠2♠,KQo,72s,fold,call,320,-320
372,A♦8♠A♣J♥5♦,h_bot,showdown,1390,7♦9♥,7♥6♣,97o,76o,raise,call,1000,-1000
373,4♣T♠9♠J♣4♦,h_bot,showdown,760,A♣T♥,Q♦5♠,ATo,Q5o,raise,call,1000,-1000
374,A♦2♥T♠7♠J♦,h_bot,showdown,810,7♦6♠,6♦6♥,76o,66,raise,fold,1000,-1000
375,J♦6♠2♠T♣9♠,h_bot,showdown,810,9♥5♦,3♦6♣,95o,63o,call,call,1000,-1000
376,9♣K♦7♠T♥9♦,h_bot|r_bot,split,810,Q♦T♠,T♣7♥,QTo,T7o,fold,call,595,-595
377,7♠3♣T♦9♥4♣,r_bot,showdown,1265,7♥6♣,Q♥7♦,76o,Q7o,raise,fold,-265,265
378,K♥Q♦J♠4♥4♦,h_bot,showdown,1595,K♦Q♣,7♣5♦,KQo,75o,fold,call,595,-595
379,A♦7♦T♣7♣K♥,r_bot,showdown,1265,5♠9♠,2♣K♦,95s,K2o,call,fold,-265,265
380,A♣2♥Q♣A♠7♦,r_bot,showdown,1595,9♥6♦,3♣J♥,96o,J3o,fold,call,-1000,1000
381,9♦4♦4♥7♥7♦,r_bot,showdown,860,3♥8♣,Q♥2♠,83o,Q2o,fold,call,-1000,1000
382,6♦Q♣9♥5♦2♣,h_bot,showdown,10,Q♦A♣,J♦9♣,AQo,J9o,raise,call,-990,990
383,K♣4♠T♠8♦8♠,r_bot,showdown,10,3♥7♦,5♠9♣,73o,95o,call,call,-1000,1000
384,T♠K♣6♦A♣8♦,r_bot,showdown,10,9♥Q♣,7♠8♠,Q9o,87s,raise,call,-1000,1000
385,5♠6♣Q♥6♥J♠,h_bot,showdown,0,3♣J♥,A♦8♥,J3o,A8o,raise,call,-1000,1000
386,Q♣8♣K♥5♦A♠,r_bot,showdown,10,3♣7♠,T♥4♠,73o,T4o,fold,call,-1000,1000
387,4♣3♥Q♣3♦9♣,h_bot,showdown,0,3♠J♣,2♦T♦,J3o,T2s,raise,call,-1000,1000
388,7♠A♥3♥9♦J♣,r_bot,showdown,10,6♦Q♥,5♠K♣,Q6o,K5o,fold,call,-1000,1000
389,5♣9♥K♠Q♣K♦,r_bot,showdown,0,6♥8♥,4♦T♣,86s,T4o,call,call,-1000,1000
390,4♦7♣T♠A♥5♦,h_bot,showdown,10,K♠4♣,Q♦8♠,K4o,Q8o,raise,call,-990,990
391,2♠T♥9♣A♦A♣,r_bot,showdown,10,K♥8♦,Q♦T♦,K8o,QTs,fold,call,-1000,1000
392,4♣K♣2♣T♣J♥,r_bot,showdown,10,T♥Q♠,J♦9♣,QTo,J9o,fold,call,-1000,1000
393,9♣3♦5♥4♠K♥,h_bot,showdown,0,9♥8♥,4♥2♠,98s,42o,call,call,-1000,1000
394,2♦Q♥8♦T♣7♣,h_bot,showdown,10,Q♦T♠,5♠3♠,QTo,53s,fold,call,-990,990
395,8♣3♦2♦J♣6♥,h_bot,showdown,20,3♠T♥,K♣T♠,T3o,KTo,raise,call,-980,980
396,K♣Q♠9♣5♣5♦,h_bot,showdown,40,J♦5♠,3♥9♠,J5o,93o,raise,call,-960,960
397,3♦5♥9♦9♣Q♠,r_bot,showdown,40,4♠3♣,6♠6♥,43o,66,call,call,-980,980
398,T♣6♣4♥6♦8♠,h_bot,showdown,40,K♠5♠,Q♣3♥,K5s,Q3o,raise,call,-960,960
399,8♣7♦K♠2♣6♦,h_bot,showdown,80,8♠Q♣,J♥5♦,Q8o,J5o,raise,call,-920,920
400,6♠7♥K♥8♣3♠,r_bot,showdown,50,4♠9♠,2♦T♠,94s,T2o,fold,fold,-960,960
401,7♣A♥2♠8♦A♣,h_bot,showdown,80,4♥Q♦,9♦J♠,Q4o,J9o,raise,call,-920,920
402,Q♣8♥A♥A♠7♠,h_bot,showdown,80,J♦9♥,J♣5♠,J9o,J5o,fold,call,-880,880
403,8♠7♠3♦6♥7♥,h_bot,showdown,210,8♥5♠,3♠J♣,85o,J3o,raise,raise,-760,760
404,5♦9♠8♦K♥9♣,h_bot,showdown,240,7♣8♣,3♣T♦,87s,T3o,fold,call,-640,640
405,7♠6♣8♠4♠K♠,h_bot,showdown,340,8♣4♦,6♦T♥,84o,T6o,raise,call,-470,470
406,T♦9♥K♥5♦J♠,h_bot|r_bot,split,230,6♠K♦,2♦K♠,K6o,K2o,raise,fold,-575,575
407,9♣9♠5♥A♠T♠,h_bot,showdown,490,6♠T♥,8♦7♠,T6o,87o,raise,fold,-355,355
408,2♦A♣J♥6♦2♠,h_bot,showdown,640,K♣9♦,7♣8♦,K9o,87o,raise,call,-35,35
409,8♦J♠4♥Q♥T♠,r_bot,showdown,330,2♣6♦,4♠K♦,62o,K4o,fold,call,-45,45
410,K♦3♦6♠7♠8♥,r_bot,showdown,770,9♣Q♥,J♥A♦,Q9o,AJo,raise,raise,-415,415
411,9♣9♦9♥K♦6♥,r_bot,showdown,900,4♥T♠,6♦4♠,T4o,64o,raise,call,-865,865
412,4♣5♣4♥6♦T♣,r_bot,showdown,270,2♣7♥,9♠7♦,72o,97o,raise,call,-1000,1000
413,Q♠K♠3♠9♦5♦,h_bot,showdown,135,J♠3♥,A♦2♥,J3o,A2o,fold,call,-865,865
414,2♠9♠J♦8♦5♠,h_bot,showdown,145,T♠A♦,4♣3♥,ATo,43o,raise,fold,-855,855
415,8♥8♦2♠J♥3♠,h_bot,showdown,270,K♣7♣,6♥Q♦,K7s,Q6o,call,call,-720,720
416,5♥A♥2♥3♣4♠,h_bot,showdown,270,Q♦6♦,J♥2♠,Q6s,J2o,fold,call,-585,585
417,5♦Q♦8♥9♦6♣,r_bot,showdown,320,T♣5♣,7♦4♣,T5s,74o,raise,fold,-770,770
418,Q♣3♦T♣T♥7♥,r_bot,showdown,195,9♦J♠,5♣K♣,J9o,K5s,fold,fold,-955,955
419,8♥2♥K♥3♣9♠,h_bot,showdown,195,5♥4♥,J♦A♥,54s,AJo,fold,call,-770,770
420,J♣4♣7♦2♠8♣,h_bot,showdown,370,4♦6♦,A♠3♣,64s,A3o,call,call,-585,585
421,J♣Q♣5♣9♦2♥,h_bot,showdown,470,A♠8♠,4♥A♦,A8s,A4o,raise,call,-350,350
422,2♦6♣K♣8♠3♠,h_bot,showdown,295,8♥7♠,9♥T♣,87o,T9o,raise,fold,-340,340
423,9♦7♣6♠T♥6♦,r_bot,showdown,570,5♥K♣,7♥A♣,K5o,A7o,call,call,-625,625
424,9♥2♦Q♦5♥A♣,r_bot,showdown,670,8♣9♠,5♠9♦,98o,95o,raise,call,-960,960
425,J♥2♥8♣9♠Q♥,r_bot,showdown,375,K♠Q♦,A♥T♣,KQo,ATo,raise,call,-1000,1000
426,4♠8♣5♦6♥A♥,r_bot,showdown,40,Q♠8♥,T♣7♥,Q8o,T7o,fold,call,-1000,1000
427,2♠J♦3♠6♣9♥,r_bot,showdown,40,T♥7♠,K♦A♥,T7o,AKo,fold,call,-1000,1000
428,6♥3♠9♣8♦4♥,h_bot,showdown,40,6♠8♠,2♠A♥,86s,A2o,fold,call,-960,960
429,A♣K♣4♥8♠T♠,r_bot,showdown,80,7♦A♦,K♥T♣,A7s,KTo,call,call,-1000,1000
430,8♦5♠2♣2♥3♠,h_bot,showdown,70,2♦A♥,3♥7♠,A2o,73o,fold,raise,-930,930
431,4♣5♦8♣2♠7♥,r_bot,showdown,140,9♦A♥,8♦9♠,A9o,98o,raise,call,-1000,1000
432,4♦9♣4♣J♥5♥,h_bot,showdown,70,6♥9♥,7♣8♥,96s,87o,call,call,-930,930
433,A♠T♠5♣9♠4♠,h_bot,showdown,80,7♠A♣,3♥Q♦,A7o,Q3o,fold,call,-860,860
434,A♥8♠A♦A♠J♠,h_bot,showdown,240,A♣8♦,8♣7♦,A8o,87o,raise,call,-740,740
435,9♦7♠7♦6♣2♣,r_bot,showdown,290,3♦5♥,7♥A♠,53o,A7o,raise,fold,-910,910
436,8♣7♦8♠3♥A♦,h_bot,showdown,180,A♠2♠,9♦2♦,A2s,92s,raise,call,-820,820
437,4♣7♥4♠3♠6♠,h_bot,showdown,180,4♦4♥,5♦8♦,44,85s,call,call,-730,730
438,Q♠T♠T♥4♠8♥,h_bot,showdown,210,9♣K♣,9♠7♥,K9s,97o,call,raise,-610,610
439,Q♠3♠7♠8♠A♦,r_bot,showdown,130,9♥2♦,Q♣5♠,92o,Q5o,fold,call,-620,620
440,A♥Q♥2♦5♠3♦,h_bot,showdown,240,4♦2♠,9♥7♥,42o,97s,fold,call,-500,500
441,A♦T♦9♦3♦6♠,r_bot,showdown,130,8♥K♠,8♠7♦,K8o,87o,fold,call,-510,510
442,3♦Q♠8♦3♥Q♣,r_bot,showdown,340,2♣7♣,A♥6♦,72s,A6o,raise,call,-680,680
443,K♣Q♠Q♥T♦5♠,h_bot,showdown,180,T♠2♠,7♥3♦,T2s,73o,fold,call,-510,510
444,4♠Q♣6♦J♠5♣,h_bot,showdown,230,6♠5♥,3♣T♦,65o,T3o,raise,fold,-500,500
445,6♦A♦K♦J♥4♦,h_bot,showdown,230,J♠9♦,6♣8♣,J9o,86s,fold,call,-280,280
446,T♣T♥5♥3♦Q♣,h_bot,showdown,540,A♦T♠,Q♦2♥,ATo,Q2o,raise,call,-10,10
447,2♠A♥7♦9♦7♥,r_bot,showdown,280,T♠5♠,9♥K♦,T5s,K9o,fold,call,-20,20
448,7♦5♣9♠6♣6♠,r_bot,showdown,280,Q♣T♦,J♥7♥,QTo,J7s,fold,fold,-290,290
449,2♠A♣9♦J♠5♠,r_bot,showdown,280,Q♦7♣,3♦4♠,Q7o,43o,fold,call,-300,300
450,3♣4♥6♥8♦2♦,h_bot,showdown,330,3♥T♣,T♥K♥,T3o,KTs,raise,fold,-290,290
451,4♠9♣8♦J♦4♥,h_bot,showdown,770,8♥J♣,6♠K♥,J8o,K6o,raise,raise,110,-110
452,8♠9♣K♣4♦K♥,h_bot,showdown,800,4♥6♥,J♥5♦,64s,J5o,fold,call,510,-510
453,6♦5♠7♦7♥K♦,r_bot,showdown,410,8♦A♠,6♣Q♥,A8o,Q6o,fold,call,500,-500
454,A♥K♥4♠2♠K♣,r_bot,showdown,800,3♥6♣,K♦6♥,63o,K6o,fold,call,100,-100
455,5♣4♠9♠2♠8♠,r_bot,showdown,850,2♣Q♣,T♠Q♠,Q2s,QTs,raise,fold,-350,350
456,8♦9♥T♠K♠6♥,r_bot,showdown,1030,8♣5♥,K♦9♦,85o,K9s,raise,raise,-850,850
457,T♠K♣2♣3♠K♥,r_bot,showdown,540,4♣5♦,Q♠J♣,54o,QJo,fold,call,-860,860
458,2♠K♥6♠9♣A♥,h_bot,showdown,280,9♥2♥,5♣Q♥,92s,Q5o,raise,call,-720,720
459,J♣9♦9♣9♠A♠,h_bot,showdown,150,Q♠7♦,8♥4♦,Q7o,84o,fold,call,-580,580
460,8♣A♥6♦9♥8♥,r_bot,showdown,380,5♣6♥,2♥3♥,65o,32s,raise,call,-770,770
461,6♠K♥5♠3♣2♣,h_bot,showdown,380,K♠3♠,6♣8♠,K3s,86o,call,call,-580,580
462,K♦4♠6♥4♣5♣,r_bot,showdown,380,T♣7♠,6♦7♣,T7o,76o,fold,call,-770,770
463,9♣9♥T♦3♦9♠,h_bot,showdown,200,8♣3♣,A♣4♥,83s,A4o,fold,call,-580,580
464,J♦4♠K♣J♥3♣,r_bot,showdown,380,8♥6♣,Q♦6♠,86o,Q6o,fold,call,-770,770
465,5♦A♦7♠J♣8♦,h_bot,showdown,380,Q♦7♦,A♠6♣,Q7s,A6o,call,call,-580,580
466,A♦3♠8♦Q♦7♥,h_bot,showdown,380,A♥4♥,J♥6♠,A4s,J6o,fold,call,-390,390
467,9♥J♠2♥T♠7♠,r_bot,showdown,200,Q♥7♦,T♦Q♣,Q7o,QTo,fold,call,-400,400
468,6♥6♦3♥8♦J♥,h_bot,showdown,410,7♦J♦,K♦5♣,J7s,K5o,call,raise,-180,180
469,6♠4♥5♥7♦3♣,r_bot,showdown,230,J♦4♦,8♠6♣,J4s,86o,fold,call,-190,190
